Community_ID,Size,Avg_Papers,Top_Authors
101,1,1.0,中川 隼三郎D2-5○
102,1,1.0,中村 友彦C7-2
103,1,1.0,クロ黒木裕鷹D9-3
104,1,1.0,長井慶成Q4-13○
105,2,1.0,"竹中 誠A6-6○, Q1-19○"
106,11,1.5454545454545454,"P5-14, P4-3, シラ白井清昭A1-3, A10-5, P6-25"
107,2,1.0,"青木 洸士郎E8-2○, Q8-15"
108,1,1.0,キサ木迫 璃玖P2-7○
109,1,1.0,カサ笠井 聡P6-2
110,2,1.0,"Souhaib BenE10-3, Taieb"
111,6,1.5,"P6-3, HourP2-20○, ChenchenP2-20, Kaing, Ding"
112,1,1.0,ミョ苗 中濤Q10-10○
114,2,1.0,"Kāle, MaijaB10-1"
115,1,1.0,タカ高市 暁広P9-19
116,1,1.0,佐藤 浩輔P6-23○
117,1,1.0,チン陳 曦Q2-6
118,1,1.0,大武美保子P3-12
119,1,1.0,の再帰的構造把握能力の調査
120,1,1.0,中木 裕子E10-5
121,2,1.0,"P4-27, 舟山弘晃A1-4"
123,1,1.0,P4-5
124,1,1.0,ワン王 子晗P10-2
125,1,1.0,中久保菜穂C5-2
126,1,1.0,原田 慎太朗Q4-5○
127,1,1.0,カク郭 凱P4-2○
128,2,1.0,"長谷部陽一郎A7-4, Q12-9○"
129,1,1.0,クボ久保圭D5-1
130,1,1.0,池田大志P3-16○
131,2,1.0,"Tamura, AtsushiP4-28"
132,2,1.5,"小川哲司A1-3, P3-6"
133,1,1.0,中野 幹生P10-12
134,1,1.0,P4-13
135,2,1.0,"Chandrasiri, Naiwala P.E2-6"
136,2,1.0,"E3-3○, 松岡大樹B2-5"
137,5,1.0,"乾 健太郎, 鈴木 潤, 赤間 怜奈, ○佐藤 志貴, 大内 啓樹"
138,1,1.0,スミ角野 為耶P5-23
139,2,1.5,"A3-3, 田村拓也A2-4"
140,1,1.0,イチ市川 聖A2-4
141,1,1.0,山元航平P9-9○
142,1,1.0,杉浦元亮B12-3
143,2,1.0,"P1-18○, モ 毛 剣楠P1-12"
144,1,1.0,竹下啓介E4-2
145,2,1.0,"田口亮C6-1, Q10-7"
146,2,1.0,"Brian KenjiC10-2, Iwana"
147,3,1.0,"大野誠寛H8-3, Q12-12, P12-10"
148,1,1.0,ホン本庄 勝A3-6
149,1,1.0,E1-3
150,1,1.0,大橋 厚元D8-6○
151,2,1.0,"岩田 伸治P9-19, P10-5○"
153,2,1.0,"浅野 輝Q3-1○, Q8-10○"
154,1,1.0,山田悠右B7-3
155,1,1.0,中山 拓人P4-23○
156,1,1.0,P8-10
220,25,1.88,"Q6-6, Q7-20, P7-21, P2-16, P5-12"
158,1,1.0,P4-20
159,1,1.0,仲村祐希A7-3○
160,1,1.0,岡林遥平Q7-12
161,1,1.0,山科 勇輔Q5-9○
162,2,1.0,"田中 翔平Q3-22, Q6-16○"
163,6,1.6666666666666667,"Yang, WeiP1-20○, ZhishenP7-13○, HaoyingD11-3○, BomingQ3-5"
164,4,1.25,"Q8-3, Dai, QinP6-6, 有馬 幸介Q3-13"
165,2,1.0,"菊池 英明Q5-15, Q10-6"
166,4,1.25,"P10-14, 斉藤 辰彦C3-6, Q10-13, 内出 隼人Q10-13"
167,1,1.0,カン康 シンC4-1
168,1,1.0,Linking
169,1,1.0,オガ緒方 陸A6-4○
170,1,1.0,箕成 侑音P10-17○
171,1,1.0,P1-16
172,1,1.0,野本忠司B3-2○
173,2,1.0,"Okgetheng, BoagoC6-1○"
174,1,1.0,浅野誉子E7-4
175,7,1.7142857142857142,"Chen, TengyangA5-3, BowenA2-2, JialiQ3-5, ChenP7-12"
177,1,1.0,セキ関口拓海B1-4○
178,15,1.5333333333333334,"P4-1, P6-1, B9-3, C2-4○, P6-9○"
179,1,1.0,山下達雄P2-15
180,1,1.0,鶴田健介P1-15○
181,1,1.0,石野 亜耶E5-5
182,2,1.5,"松崎拓也C1-3, C3-3"
183,1,1.0,アラ荒金究Q7-1○
184,1,1.0,中田 亘C7-2
185,2,1.5,"舟山弘晃D4-2, D4-3"
186,2,1.0,"CanasaiQ6-21, Kruengkrai"
187,2,1.0,"YoshitakaP3-25, Uchida"
188,1,1.0,髙野志歩Q3-6○
189,1,1.0,中島 大C10-3○
190,2,1.0,"Muhammad YezaD3-3○, Baihaqi"
191,2,1.0,"MasroorP9-3, Hussain"
192,1,1.0,P4-10
193,1,1.0,ウチ内田巧D6-1○
194,1,1.0,趙 梓程P9-21○
195,1,1.0,A12:質問応答(3)
196,1,1.0,D7-3○
197,1,1.0,杉浦 尚弥A6-3○
198,1,1.0,大城絢子D5-2○
199,2,1.0,"マエ前川在Q3-1○, Q6-11○"
200,2,1.0,"Naradowsky, JasonH3-4"
201,2,1.0,"大羽未悠E9-1, E10-5○"
202,1,1.0,佐野 峻平P8-17
203,2,1.0,"Q6-15○, 中谷 響Q2-12"
204,2,1.0,"C1-5, 當間愛晃B1-3○"
205,1,1.0,D4-2
206,1,1.0,佐藤 京也P10-19
207,1,1.0,エグ江口 典子B9-5
208,2,1.0,"Tang, YingtianQ9-3"
209,2,1.0,"F4-2, PH3-14"
210,2,1.0,"MachiQ6-19, Shimmei"
211,2,1.0,"Nakazawa, ToshiakiA8-4"
212,1,1.0,リュ劉康明A10-3
213,5,1.6,"A4-2, SakrianiA4-1, E9-3, ミネ峯島宏次E3-5, Sakti"
214,3,1.0,"Q9-12, Q6-10, 加藤 芳秀Q1-22"
215,1,1.0,山野 陽祐C7-1
216,1,1.0,藤田 一天P9-20○
217,2,1.0,"IvanB8-6, Titov"
218,2,1.0,"Q9-11○, イデ井手 佑翼Q4-20"
219,22,1.5909090909090908,"B2-5, B9-1, A8-6, E3-3, A5-3"
221,2,1.0,"FanQ3-5, Gao"
222,2,1.0,"Q7-17○, 大竹 啓永A7-6"
223,1,1.0,飯村葵D2-4○
224,3,2.0,"A7-1, シモ下平英寿A6-3, PT4-7"
225,3,1.0,"ソメ染谷大河D7-5, E10-4, E10-2"
226,4,1.5,"Zhao, Zi ChengB3-5, YutingA8-1○, YufengP3-13"
227,1,1.0,D6-2
228,2,1.0,"論文賞については, 招待論文セッションの冒頭で発表します．"
229,19,1.736842105263158,"P3-15, P10-21, D11-1, P10-1○, P6-13○"
230,2,1.5,"タグ田口 智大P1-15○, P8-20"
231,3,1.3333333333333333,"Q7-12, 張信鵬Q7-11, イナ稲田和明Q7-11"
232,1,1.0,キシ岸祐輝P8-9○
233,3,1.6666666666666667,"P8-19, 小林 亮太Q7-21, 中山 悠理Q7-21"
234,2,1.0,"Chaffron, SamuelB6-1"
235,1,1.0,田村 孝之Q3-5
236,1,1.0,吉田 浩Q3-5
237,1,1.0,宮﨑太郎P6-5○
238,1,1.0,有馬隆広Q2-4○
239,2,1.5,"P1-6, 西村 柾人A9-3○"
240,2,1.0,"Takahashi, MarikoD1-5"
241,1,1.0,山田 広明P10-20
242,1,1.0,P6-18
243,2,1.0,"石井太河D3-2, Q6-3○"
244,1,1.0,【サ行】
245,1,1.0,周 宇涵P10-2
246,1,1.0,宮岡 佑弥Q2-5○
247,2,1.0,"趙 陽A3-5, Q4-25○"
248,1,1.0,矢野 憲C10-4○
249,1,1.0,サッ颯々野学C3-3
250,1,1.0,における相対的意味論による訳文選択
251,3,1.6666666666666667,"P3-8, フカ深澤祐援P2-11○, タグ田口智大P3-6○"
252,1,1.0,D9-3
253,6,1.1666666666666667,"P2-24, Q8-18, 藤井 諒P2-13, Q6-9, キシ岸波 洋介P2-13"
254,48,1.9583333333333333,"C9-1, B6-3, P5-18, P4-9, C3-1"
255,2,1.0,"PT4-12, C6-5"
256,20,1.65,"P9-2, A10-1, P10-19, P10-6, P7-1"
257,1,1.0,中川 奈津子B2-6
258,1,1.0,安藤まやB6-2
259,1,1.0,吉田 明弘Q1-4
260,2,1.0,"BenjaminP10-3, Heinzerling"
261,1,1.0,西潟 優羽Q4-12
262,1,1.0,ナス那須川哲哉Q2-14
263,2,1.0,"P3-8○, 宮川創P3-6"
264,2,1.0,"P10-15, 有木 康雄Q2-15"
265,1,1.0,P5-7
266,1,1.0,大向一輝D1-1
267,1,1.0,B2-2
268,1,1.0,藤田 航平Q1-16
270,2,1.0,"BojanQ6-17○, Batalo"
271,1,1.0,ハッ服部祥大P9-12○
272,1,1.0,山田晃士C12-4○
273,2,1.0,"Q6-25, イズ和泉 潔P2-16"
274,1,1.0,株式会社キーウォーカー
275,1,1.0,C5:知識獲得・情報抽出(3)Zoom
276,2,1.0,"小島 武A2-1, Q6-2"
277,1,1.0,岡部格明E1-4
278,1,1.0,中尾博之C9-4
279,1,1.0,アサ浅田宗磨P4-10○
280,1,1.0,高野海斗D10-4○
281,2,1.0,"山田康輔B6-4○, C9-3○"
282,1,1.0,内藤雅博A6-3○
283,1,1.0,ハリ針屋 慶吾Q3-3
284,2,1.0,"P1-20○, 伊藤 均P1-17"
285,2,1.0,"タル樽谷 洋希Q1-8, Q10-1○"
286,3,1.3333333333333333,"P2-21, 山崎由佳E1-2○, 竹下 昌志Q1-3○"
287,1,1.0,小林悟郎A7-2○
288,4,1.25,"Q2-6, 竹内孔一Q2-5, C10-4, 多村新平Q2-5"
289,1,1.0,橋本 和磨Q10-22○
290,1,1.0,井上 貴之Q5-11○
291,1,1.0,B1-3
292,1,1.0,酒井 祐介P7-3○
293,1,1.0,津田 太郎D10-6○
294,2,1.0,"山﨑康之介H6-1, Q12-3○"
295,1,1.0,D2-3
296,2,1.0,"坂田一郎B9-5, C11-4"
297,2,1.0,"Q8-22○, 山本 大輝P8-5"
298,3,1.3333333333333333,"Shimomoto, Erica KidoP1-12○, Erica KidoP7-4○"
299,1,1.0,谷本 恒野P8-18
300,1,1.0,神田 峻介P8-13
301,1,1.0,ヨウ姚子凡Q1-13
303,1,1.0,森田 祐介Q7-8
304,1,1.0,【カ行】
305,1,1.0,カト加藤圭造D8-2
306,2,1.0,"吉本啓E3-2○, E9-1"
307,1,1.0,A6-1
308,3,1.3333333333333333,"P10-9○, 宮﨑太郎Q3-11, 佐藤美唯P9-16"
309,2,1.0,"P3-4○, 内田 諭C6-6"
311,1,1.0,岡田 光弘A2-5
312,1,1.0,スダ須田 永遠Q7-21
313,5,1.2,"Q4-6, Q4-18○, シバ柴田 圭悟P2-8, 池田 航P2-8○, Q4-18"
314,1,1.0,シブ渋谷 恵P3-19
315,1,1.0,伊藤敏彦B11-3
316,1,1.0,岸本 耀平P6-21
317,1,1.0,佐々木 睦史A7-5○
318,1,1.0,タン譚匡桓Q1-13
319,2,1.0,"Muangkammuen, PanitanP7-11○"
320,1,1.0,アラ新井 一博P7-7○
321,4,1.5,"Kim, DayeonQ6-22, YongminD8-2○, GeewookB7-4"
322,1,1.0,石黒浩B11-5
323,1,1.0,ヤン楊正東P7-12
324,1,1.0,E9:計算・形式言語学Zoom
325,17,1.7647058823529411,"Wang, P8-12, XiaotianB2-2○, Q5-20○, XiaotianA10-4○"
326,1,1.0,E7:談話理解Zoom
327,2,1.0,"Yahya, ZaidanP9-13○"
328,1,1.0,C9-2
329,12,1.5833333333333333,"P7-13, B8-3, C9-4, E10-5, A7-6"
330,1,1.0,バトバトラーアラステアC10-4
331,1,1.0,丸山 博之E6-3○
333,2,1.0,"QinE11-2○, Xu"
334,1,1.0,懇親会ANAクラウンプラザホテル神戸
335,1,1.0,藤本 博昭Q6-5
336,1,1.0,竹内 勇剛D5-6
337,1,1.0,岡野裕仁P4-10○
338,2,1.0,"SaktiD5-3, Sakriani"
339,1,1.0,新保彰人E4-4○
340,2,1.0,"ハシ橋本 祥C10-2, Q6-6○"
341,1,1.0,伊藤雅弘C7-1○
342,1,1.0,アン按田将吾C6-5
343,2,1.0,"YouyangH3-3, Ng"
344,1,1.0,久保理恵子Q3-8
345,1,1.0,原島純Q2-3
346,1,1.0,谷口 雅弥A5-5
347,2,1.0,"P12-12, ユア湯浅亮也P2-13○"
348,3,1.0,"Q10-16, 村田 真樹C5-5, Q10-23"
349,1,1.0,A4-4
350,1,1.0,中野由加子P11-6○
351,1,1.0,山岡 洸瑛C7-2
352,5,1.6,"P1-18, P1-12, 内山 将夫E8-5, Q1-14, テイ丁 塵辰P1-12"
353,3,1.3333333333333333,"Q9-18○, B2-3, 富田 朝B1-3"
354,1,1.0,佐藤郁子P7-22○
355,3,1.3333333333333333,"Lu, JieP7-15, BinghanP7-3○"
356,1,1.0,大町真一郎Q9-12
357,1,1.0,コダ児玉壮平A1-2○
358,1,1.0,ミズ水上雅博C3-6○
359,2,1.0,"WANG, LiyanB8-4"
360,2,1.0,"堤田 恭太C9-3, Q4-21○"
361,2,1.0,"Lepage, YvesA7-1"
362,2,1.0,"Q1-13○, ユン尹 熙洙B9-4"
363,1,1.0,尾関 智子C2-2
364,1,1.0,C6:検索・文書分類(2)Zoom
365,1,1.0,B5-3
366,1,1.0,永塚光一B2-4○
367,1,1.0,石渡太智A3-1○
368,2,1.0,"Neubig, GrahamQ3-20"
369,1,1.0,ノボ昇夏海B3-3○
370,1,1.0,招待論文Zoom
371,1,1.0,カナ金沢輝一P3-1
372,1,1.0,竹下智章B5-1○
373,2,1.0,"田中弥生P3-12○, P4-6○"
374,2,1.0,"大西 正輝B5-1, Q2-8"
375,1,1.0,カメ亀井 遼平Q2-17○
376,1,1.0,ソン孫鵬P12-10○
377,1,1.0,ミワ三輪敬太D7-6○
378,1,1.0,ハベ波部英子E1-4
379,1,1.0,松永 典子D3-4○
380,1,1.0,田村拓也P9-23○
381,1,1.0,森下 裕三P4-13○
382,2,1.0,"P10-11○, 佐藤 魁Q2-25"
383,2,1.0,"アマ天沼博H5-5, H8-5"
384,1,1.0,ヤマ山内璃乃P1-6
385,1,1.0,山本 雄大P7-7
386,2,1.5,"吉岡 真治P6-12, P6-15"
387,1,1.0,大沼俊輔Q2-7
388,1,1.0,冨田龍平P2-3○
389,1,1.0,瀧本 隼矢Q3-7○
390,1,1.0,A2:翻訳(2)
391,2,1.0,"Torisawa, KentaroQ8-9"
392,1,1.0,西村柾人Q6-8○
393,1,1.0,スヤ須山晃平P3-2○
394,1,1.0,川原一修C6-1○
395,1,1.0,飯沼 瑞稀B2-5○
396,1,1.0,小田 幹雄P6-4
397,1,1.0,島森瑛貴P4-1○
398,2,1.0,"金丸敏幸 (京大), 田川拓海 (筑波大)"
399,2,1.0,"Dat P.T.P6-22, Nguyen"
400,2,1.0,"P5-20○, 叶 高朋P5-13"
401,2,1.0,"NaP7-9○, Dong"
402,1,1.0,守屋貴行P5-9
403,1,1.0,荒木駿介P11-2○
404,1,1.0,安田 卓矢A8-6
405,1,1.0,鈴木 刀磨Q2-12○
406,1,1.0,相原理子E4-4○
407,2,1.0,"鈴木 雅弘B6-4, P2-16○"
408,1,1.0,田中翔平C7-2○
409,1,1.0,オサ長内淳樹B7-4
410,5,1.4,"P1-11, マキ蒔苗 茉那P1-1○, 後藤淳A3-1, Q5-13, Q3-11"
411,1,1.0,宮脇峻平P7-21
412,1,1.0,中間 康文Q5-24J
413,2,1.0,"B8-2○, 林 純子E3-2"
414,7,1.7142857142857142,"P8-9, P10-22○, 岩本 和真P7-23○, イヤ彌冨仁P2-7, P8-5"
415,1,1.0,乾孝司B11-4
416,1,1.0,植田 暢大Q7-13
417,2,1.0,"Chooi-LingP4-10○, Goh"
418,4,1.25,"P10-24, Kertkeidkachorn, NatthawutP7-3, シラ白井 清昭P7-3"
419,2,1.0,"Rim, Wiem BenP9-20"
420,1,1.0,中村昭範P2-4
421,1,1.0,小野寺 優Q6-23○
422,1,1.0,山田武士A6-5
423,1,1.0,クワ桑名祥平P8-7○
424,1,1.0,中川 敦寛P3-19
425,1,1.0,瓦祐希A3-2○
426,1,1.0,マシ益子 怜C9-5○
427,1,1.0,クラ倉田 岳人P7-4
428,1,1.0,コヤ小山碧海P5-19○
430,4,1.25,"Q4-11, ジン陣内 佑P1-7, Q2-23, 蟻生 開人P1-7"
431,3,1.3333333333333333,"Hardaway, IkukoP2-12, IkukoP7-12"
432,2,1.0,"Kitsunai, MicahP8-20○"
433,1,1.0,桜井 駿A2-4
434,2,1.0,"P4-4○, 福島 遥B2-2"
435,1,1.0,シゲ重藤優太郎P12-9○
436,1,1.0,山口 真P9-12○
437,1,1.0,ナリ成松 宏美Q8-4
438,1,1.0,坂田 一郎A4-5
439,2,1.0,"Jong-HoonQ8-9, Oh"
440,2,1.0,"Brassard, AnaC3-2"
441,1,1.0,佐藤郁子P2-11○
442,1,1.0,P3-7
443,1,1.0,山田 育矢P6-24J
444,1,1.0,P5-4
445,1,1.0,田中貴秋P12-4
446,1,1.0,吉田快P5-20○
447,1,1.0,加藤大地P9-5○
448,1,1.0,ゼニ銭本友樹P8-9○
449,1,1.0,ガト我藤勇樹Q4-1○
450,3,1.3333333333333333,"P7-22, 平澤寅庄P7-13, オカ岡照晃P1-10"
451,1,1.0,A9-2
452,1,1.0,小林汰一郎P2-18○
453,1,1.0,ワキ脇本宏平H9-1
454,1,1.0,伊東 和香P7-14○
455,1,1.0,ウノ宇野 毅明Q7-21
456,1,1.0,P1-3
457,2,1.0,"Q12-4, オギ荻野正樹Q11-7"
458,1,1.0,池本浩次Q11-10
459,2,1.0,"ニワ丹羽彩奈B3-3, C9-1○"
460,1,1.0,山本 貴之B6-3○
461,1,1.0,中本裕大B9-4○
462,1,1.0,E5-2
463,1,1.0,ダヌダヌシカボレガラB6-3
464,2,1.0,"Rikters, MatissP7-10"
465,1,1.0,による系列確率に基づく文法誤り検出
466,2,1.0,"Siyuan, FengA1-5"
467,1,1.0,山本和英C10-6
468,1,1.0,市村真衣P4-8○
469,1,1.0,酒造 正樹P3-21○
470,1,1.0,B3-2
471,1,1.0,旭良司P6-27
472,1,1.0,ヒト人見雄太B6-4
474,2,1.0,"Sun, YuikaB5-4○"
475,1,2.0,【ラ行】
476,2,1.0,"鍛原大成C7-3, C8-1○"
477,2,1.0,"ZhuQ8-9, Haocheng"
479,1,1.0,P1-17
480,1,1.0,E8-1
481,1,1.0,P8-16
482,1,1.0,懇親会長崎出島ワーフ
483,3,1.3333333333333333,"Zhu, JingyiA8-2○, FuzhuP8-12○"
484,3,1.3333333333333333,"A9-1, A7-3, 金子正弘H4-5○"
485,1,1.0,ツボ坪倉和哉P5-18○
486,1,1.0,ユイ由井達也E7-2○
487,1,1.0,ミツ參木 裕之Q10-14
488,1,1.0,木山朔E9-2○
489,1,1.0,村松俊平Q7-8
490,1,1.0,服部 清志B1-6○
491,1,1.0,ヨモ蓬田綾香Q8-3○
492,2,1.0,"Q8-3○, 高橋 洸丞P6-6"
493,1,1.0,小林俊介A1-5○
494,1,1.0,梶山 朋子Q7-15
495,2,2.0,"PH2-16, PH3-4"
496,1,1.0,白石 暖哉B9-2
497,1,1.0,上田直生也Q2-8○
498,1,1.0,A11:質問応答(2)
499,1,1.0,大橋 巧P6-18○
500,1,1.0,マツ松井 暉E4-2
501,1,1.0,西山智弘Q7-2○
502,1,1.0,西村良太H2-4
503,1,1.0,キョ姜 菁菁D8-6
504,1,1.0,P5-9
505,1,1.0,金澤 爽太郎Q3-5
506,1,1.0,イチ一杉裕志C2-1
507,1,1.0,クロージングH会場
508,1,1.0,イガ五十嵐彰P2-2
509,1,1.0,佐藤健E4-5
510,2,1.0,"Lawrence, CarolinP9-20"
511,1,1.0,スヤ須鎗弘樹P9-3
512,1,1.0,陽田祥平C4-4○
513,1,1.0,植松拓也C3-3○
514,1,1.0,相田 満E4-3
515,1,1.0,西脇一尊C6-5○
516,1,1.0,H5:要約
517,1,1.0,株式会社日本取引所グループ
518,2,1.5,"オト乙武北斗C4-1, P6-12"
519,2,1.0,"キシ岸波洋介D2-3, H2-5○"
520,2,1.0,"田中陸斗C2-3○, P11-24"
521,1,1.0,原 知正A5-1
522,3,1.3333333333333333,"B9-5, 水本智也A3-2, P5-11"
523,2,1.0,"HANG, ZHUP4-22○"
524,1,1.0,石月由紀子A2-2
525,1,1.0,三田村照子C4-1
526,1,1.0,P1-2
527,1,1.0,尾崎良太P2-15
528,1,1.0,竹尾 匡貴P9-17○
529,1,1.0,周雷P2-6
530,1,1.0,招待講演２：知識と言語処理Zoom
531,1,1.0,大澤 博隆D7-1
532,1,1.0,森 浩太P9-13
533,2,1.0,"ArsenyQ5-6, Tolmachev"
534,1,1.0,宇都宮 和希P3-14○
535,4,1.5,"Yu, LianhaoB3-3○, YahanC4-2○, HaihanB2-1○"
536,1,1.0,竹野貴法Q8-3
537,4,1.5,"P8-8, Q8-11, 柴田千尋Q8-8, 勝又智A8-2"
538,1,1.0,金崎翔大P5-8○
539,1,1.0,森田康介P11-7○
540,1,1.0,における専門用語処理
541,3,1.0,"○高山 隼矢, 荒瀬 由紀, 梶原 智之"
542,4,1.0,"安藤 一秋P8-9, Q10-20, P10-23, P10-22"
543,1,1.0,沼屋 征海P9-10○
544,1,1.0,田中 稔也C9-2○
545,1,1.0,プタプタシンスキミハウP3-1
546,1,1.0,吉川 雄一郎D4-3
547,1,1.0,髙﨑環P7-11○
548,1,1.0,大木 哲史P2-10
549,1,1.0,上松 大輝E4-3○
550,1,2.0,F3-3
551,1,1.0,三谷陽Q8-3
552,1,1.0,武内樹治B11-2
553,1,1.0,小林 颯介C8-4
554,2,1.0,"Q7-24J○, ドイ土肥 康輔P1-11○"
555,1,1.0,中村泰B4-5
556,1,2.0,【マ行】
557,1,1.0,木村麻友子P6-16○
558,1,1.0,C9:意味解析Zoom
559,1,1.0,山田優A6-3
560,1,1.0,A6:LLMデータ構築
561,1,1.0,相田 太一D1-1○
562,1,1.0,スド須藤栄一A11-3
563,1,1.0,深津聡世D7-1○
564,1,1.0,小野 雄一P3-6
565,1,1.0,イケ池美礼P6-6
566,1,1.0,成松宏美C11-1
567,1,1.0,藤田 葵P8-19○
568,1,1.0,オカ岡佑依P7-7○
569,1,1.0,高瀬 翔C8-4
570,1,1.0,神藤駿介B5-2○
571,1,1.0,C5:含意・言い換え(2)
572,1,1.0,清水聖司H11-2○
573,1,1.0,鈴木 偉士Q4-7○
574,2,1.0,"Prakhar, GuptaA6-4"
575,1,1.0,中林明子A9-1○
576,1,1.0,モト元川凱喜B9-4
577,1,1.0,招待講演
