Community_ID,Size,Avg_Papers,Top_Authors
57,1,1.0,アマ天野 祥太朗C5-6
58,1,1.0,今里 昂樹P9-14○
59,1,1.0,山下 洋史C8-1
60,1,1.0,吉藤 尚生B5-4
61,3,1.0,"Bollegala, DanushkaA4-4, P7-11"
62,1,1.0,クサ草野 元紀P8-15○
63,2,1.0,"ユン尹 熙洙B9-4, Q1-13○"
64,1,1.0,橋本 雄太E1-5
65,1,1.0,渡部 晋治P5-20
66,1,1.0,サシ指田 昌樹A8-6○
67,1,1.0,田原 司睦Q8-19
68,1,1.0,林 拓哉Q9-16○
69,2,1.0,"C2:評判・感情分析, スタイル分析"
70,4,1.25,"P2-4, 齋藤 邦子C9-4, C10-5, 長谷川 拓C9-4"
71,1,1.0,ウン海野 圭矢C8-2○
72,1,1.0,ネギ根岸 直生A5-5○
73,3,1.0,"E7-3, E7-5○, 高野 海斗E5-6"
74,8,1.25,"P10-19, P9-2, P1-5, 高山 隼矢A4-1, P10-6○"
75,1,1.0,佐藤 貴俊Q5-12
76,2,1.0,"辻本 陵Q2-12, P5-2○"
77,2,1.0,"千葉 祐弥Q1-18, Q6-21"
78,18,1.1111111111111112,"A8-3, Q10-1, P5-16, Chu, Q5-3"
79,5,1.0,"C10-6, 高木 優A6-1, P7-13, E10-5, A7-6"
80,1,1.0,アランニャ クラウスD7-1
81,6,1.5,"Q10-3, P6-14, 嶋田 和孝P9-14, P9-17, 谷口 友紀P1-3○"
82,1,1.0,北野 尚樹B6-5○
83,1,1.0,秋山 満昭A1-1
84,8,1.25,"P5-3, オヤ小山田 昌史A1-5, Q4-14, Q4-23, ChuanQ4-23"
85,4,1.25,"Q9-6, Q5-25J, オク奥村 学B8-4, ヒラ平尾 努P1-23"
86,8,1.0,"E4-1, Q9-10, E2-5, 持橋 大地D1-1, P8-4"
87,1,1.0,稲積 駿Q7-13○
88,2,1.0,"ヒサ久田 祥平E3-2, Q1-23J○"
89,1,1.0,小泉 政利Q6-13
90,1,1.0,【タ行】
91,1,1.0,伊藤 毅志D7-1
92,1,1.0,広田 航P6-6○
93,2,1.0,"河添 悦昌B9-2, Q5-12"
94,2,1.0,"MikeyD9-6, Elmers"
95,2,1.0,"Canasai, KruengkraiP10-3"
96,6,1.1666666666666667,"Q9-11, Vasselli, Q4-20, JustinP3-7○, Nohejl"
97,1,1.0,大向 一輝E2-4
98,8,1.0,"P7-12, P7-9, E6-4, 小町 守D1-1, P2-22"
99,1,1.0,森 純一郎A4-5
100,3,1.0,"杉本 侑嗣B4-1, Q6-13○, E10-2○"
101,1,1.0,カタ片岩 拓也P2-10○
102,1,1.0,横野 光C6-4○
103,4,1.25,"B7-6, P8-8○, 福田 悟志B7-5, ナン難波 英嗣B7-5"
104,1,1.0,藤野 沙也加P4-14○
105,1,1.0,小林 健一Q8-19
106,1,1.0,中屋 和樹P2-14○
107,4,1.0,"Q10-20, P10-23, 安藤 一秋P8-9, P10-22"
108,1,1.0,高橋 舞衣Q3-25○
109,13,1.3076923076923077,"Q8-13, Q2-3, P7-6, 関根 聡C10-2, Q2-4"
110,1,1.0,渡部 敏明E6-4
111,2,1.0,"QuanQ6-11, HoangDanh"
112,10,1.3,"P7-25, P5-6, 田中 涼太C9-4○, Q4-17, Q7-23J"
113,1,1.0,タナ田中 邦朋P1-23○
114,1,1.0,ノリ則竹 理宇Q10-6
115,1,1.0,橋本 隆子Q7-21
116,1,1.0,A9:機械翻訳(1)
117,9,1.1111111111111112,"Q7-21, P4-16, 吉永 直樹A5-3, P2-23, A8-2"
118,2,1.0,"BoagoC6-1○, Okgetheng"
119,1,1.0,孝壽 真治Q7-4○
120,1,1.0,サキ崎野 也真人C8-1
121,1,1.0,木村 学P3-10○
122,2,1.0,"P2-4○, 岡 佑依A1-3"
123,1,1.0,ナル成岡 智也Q6-12○
124,1,1.0,山崎 眞洋P10-5
125,1,1.0,オバ小畑 文佳P3-6○
126,1,1.0,黒田 航P4-6○
127,1,1.0,ゴーゴー チュイリンE1-3○
128,1,1.0,中川 隼三郎D2-5○
129,2,1.0,"藤田 澄男Q2-1, Q2-10"
130,1,1.0,中村 友彦C7-2
131,1,1.0,コダ小滝 主紀Q9-8○
132,6,1.3333333333333333,"Wang, HaotongP1-14, P1-22, Q5-20○, XiaotianA10-4○"
133,9,1.4444444444444444,"Q4-25, Q2-13, P7-4, 村岡 雅康Q2-11, Q3-4○"
134,2,1.0,"竹中 誠A6-6○, Q1-19○"
135,1,1.0,原田 慧D7-1
136,3,1.0,"P5-21, D6-5, 長野 匡隼D6-2"
137,2,1.0,"深澤 祐援P5-23, P6-13○"
138,1,1.0,飯村 葵B2-1○
139,2,1.0,"SimoneQ9-15, Teufel"
140,2,1.0,"青木 洸士郎E8-2○, Q8-15"
141,1,1.0,キサ木迫 璃玖P2-7○
142,1,1.0,カサ笠井 聡P6-2
143,1,1.0,小島 諒介P1-2
144,1,1.0,鈴木 啓太B3-6
145,2,1.0,"Peifei, ZhuQ3-10"
146,2,1.0,"Souhaib BenE10-3, Taieb"
147,1,1.0,オゼ小関 健太郎A2-5○
148,2,1.0,"YusukeP1-10, Oda"
149,1,1.0,船田 眞帆C3-2
150,1,1.0,松本 忠博P1-18
151,1,1.0,菅原 陸D9-3
152,1,1.0,ミョ苗 中濤Q10-10○
153,1,1.0,安部 夏樹P10-14
154,1,1.0,大村 舞B10-4
155,1,1.0,タカ高市 暁広P9-19
156,3,1.0,"山下 紗苗D8-3, D10-4○, D10-6"
157,1,1.0,吉田 奈央Q2-18
158,1,1.0,佐藤 浩輔P6-23○
159,1,1.0,チン陳 曦Q2-6
160,2,1.0,"柳本 大輝Q1-24J, P9-16"
161,1,1.0,ヨナ与那覇 竜馬Q10-4○
162,1,1.0,窪田 智徳D8-3
163,1,1.0,前原 太陽B7-3○
164,1,1.0,西川 竜矢P2-26
165,5,1.2,"P1-18, 内山 将夫E8-5, P1-12, Q1-14, テイ丁 塵辰P1-12"
166,1,1.0,西川 純平E9-4○
167,1,1.0,中木 裕子E10-5
168,1,1.0,エモ江本 駿P6-1
169,1,1.0,大野 実Q2-7
170,1,1.0,オオ大井 恵奈C1-6○
171,1,1.0,長門 亜優奈A10-5○
172,1,1.0,三野 星弥D4-3
173,1,1.0,イタ板井 秀樹Q8-1
174,1,1.0,ワン王 子晗P10-2
175,1,1.0,原田 慎太朗Q4-5○
176,2,1.0,"岡田 純子B9-4, Q1-13"
177,1,1.0,カク郭 凱P4-2○
178,3,1.0,"Q8-17○, 加藤 万理子A7-4, C8-1"
179,1,1.0,田中 宏治Q10-13
180,3,1.3333333333333333,"P1-20, キヌ衣川 和尭P1-17, カワ河合 吉彦P1-17"
181,2,1.0,"P9-9○, サハ佐橋 優人D7-1"
182,1,1.0,中野 幹生P10-12
183,2,1.0,"A4-5, イソ磯沼 大A1-4"
184,2,1.0,"Gao, FanQ3-5"
185,1,1.0,小林 俊介D10-1○
186,2,1.0,"遠藤 隆夫C4-3, C4-5○"
187,3,1.0,"Q4-22, Q1-18○, 稲葉 通将D7-1"
188,1,1.0,スミ角野 為耶P5-23
189,1,1.0,近藤 雅芳Q3-24
190,2,1.0,"守屋 彰二P9-10, P9-18○"
191,1,1.0,タチ太刀岡 勇気D10-3○
192,1,1.0,イチ市川 聖A2-4
193,1,1.0,中島 京太郎D1-6○
194,2,1.0,"XinqiP7-15, He"
195,3,1.0,"YunmengD9-4○, A10-3, Li"
196,3,1.3333333333333333,"P3-4, 伊藤 薫Q2-6, 吉村 理一Q2-6○"
197,5,1.2,"P9-4, Reisert, SurawatQ6-19○, PaulQ6-19, Pothong"
198,2,1.0,"P8-20, タグ田口 智大P1-15○"
199,3,1.0,"Q4-12, アキ秋信 有花Q3-25, P7-14"
200,1,1.0,C10:LLM構築
201,1,1.0,ナカ中井 紫音D1-5○
202,1,1.0,倉部 慶太P1-15
203,2,1.0,"Aji AlhamP5-4, Fikri"
204,2,1.0,"P1-18○, モ 毛 剣楠P1-12"
205,2,1.0,"ゴト後藤 淳Q8-25J, P9-23J"
206,1,1.0,ノウ能地 宏Q3-14
207,1,1.0,宮本 遼人Q7-16○
208,1,1.0,杉山 雅和P5-15
209,2,1.0,"P8-22, 桂井 麻里衣A3-4"
210,2,1.0,"GanbatP4-18○, Naranbuuvei"
211,2,1.0,"Joseph, ForanQ5-4"
212,2,1.0,"ChengP2-11, Yuchang"
213,3,1.0,"Q10-16, 村田 真樹C5-5, Q10-23"
214,1,1.0,ホン本庄 勝A3-6
215,1,1.0,池田 大雅P3-23○
216,1,1.0,ウダ宇田川 拓真A3-5○
217,1,1.0,鈴木 脩司A2-3
218,1,1.0,大橋 厚元D8-6○
219,3,1.0,"Q9-20, D10-5○, ゼニ銭本 友樹D8-5"
220,1,1.0,平川 雅人P5-8
221,4,1.25,"Q4-11, ジン陣内 佑P1-7, Q2-23, 蟻生 開人P1-7"
222,1,1.0,淺井 二千夏P9-21
223,2,1.0,"岩田 伸治P9-19, P10-5○"
224,1,1.0,一柳 壮綱P3-17○
225,1,1.0,シン申 小靖A10-1○
226,2,1.0,"Batalo, BojanQ6-17○"
227,2,1.0,"Solano, AlfredoP9-11"
228,1,1.0,平松 賢士E5-4○
229,2,1.0,"浅野 輝Q3-1○, Q8-10○"
230,1,1.0,松原 茂Q9-4
231,1,1.0,田中 悠介C1-3
232,1,1.0,中山 拓人P4-23○
233,3,1.0,"Q4-21, Q9-5, 村瀬 文彦C9-3"
234,1,1.0,岡本 康宏Q5-12
235,1,1.0,森田 隼功Q2-14○
236,1,1.0,イイ飯田 愛結P4-12○
237,1,1.0,山科 勇輔Q5-9○
238,2,1.0,"田中 翔平Q3-22, Q6-16○"
239,2,1.0,"菊池 英明Q5-15, Q10-6"
240,4,1.25,"P10-14, 斉藤 辰彦C3-6, Q10-13, 内出 隼人Q10-13"
241,2,1.0,"高橋 洸丞P6-6, Q8-3○"
242,1,1.0,カン康 シンC4-1
243,1,1.0,オガ緒方 陸A6-4○
244,1,1.0,箕成 侑音P10-17○
245,1,1.0,乾 孝司E3-5
246,1,1.0,吉田 光男P9-13
247,1,1.0,松田 陵佑Q6-14○
248,2,1.0,"Tran, Van-HienE8-5○"
249,3,1.0,"大西 一誉D8-1○, P5-14, P10-4"
250,1,1.0,西田 遼B5-1○
251,1,1.0,赤間 美香E9-1○
252,1,1.0,大平 颯人P8-18○
253,1,1.0,ヤグ矢口 一晟C1-4○
254,1,1.0,中江 俊博Q9-5
255,1,1.0,小川 哲司C7-2
256,2,1.0,"Q5-21, 井上 正樹Q2-5"
257,1,1.0,石野 亜耶E5-5
258,1,1.0,マナ真鍋 章P8-18
259,1,1.0,中田 亘C7-2
260,3,1.0,"P10-22○, 岩本 和真P7-23○, P8-9"
261,2,1.0,"CanasaiQ6-21, Kruengkrai"
262,2,1.0,"Miyashita, HiroyukiC1-1○"
263,1,1.0,中島 大C10-3○
264,1,1.0,ハナ花田 智洋Q5-14
265,1,1.0,山西 宏平D9-3
266,1,1.0,黒澤 義明Q5-7
267,1,1.0,佐藤 岳大D7-4○
268,2,1.0,"Muhammad YezaD3-3○, Baihaqi"
269,2,1.0,"MasroorP9-3, Hussain"
270,1,1.0,柏原 功太郎C4-1○
271,1,1.0,ツガ津川 翔P4-17
272,1,1.0,金井 美岬P6-16
273,1,1.0,趙 梓程P9-21○
274,1,1.0,髙田 雅之P7-24○
275,3,1.3333333333333333,"Q9-1, 本間 宏利Q7-12, 中島 陽子Q7-12"
276,4,1.0,"A3-6, C8-2, A1-2, 内田 真人A1-1"
277,1,1.0,杉浦 尚弥A6-3○
278,1,1.0,阪本 浩太郎C10-2
279,1,1.0,堀 涼D10-5
280,1,1.0,佐藤 文一B8-5○
281,1,1.0,長谷部 陽一郎P3-8○
282,2,1.0,"P5-17○, 胡 尤佳P1-11"
283,1,1.0,佐野 峻平P8-17
284,2,1.0,"Q6-15○, 中谷 響Q2-12"
285,2,1.0,"Q6-2○, 山崎 友大A2-1"
286,2,1.0,"B4-4, キヤ木山 幸子B3-3"
287,1,1.0,伊藤 さとみB10-3○
288,1,1.0,キウ木内 敬太C4-1
289,1,1.0,神崎 雄介D9-3
290,1,1.0,佐藤 京也P10-19
291,1,1.0,岩間 裕司B9-6
292,1,1.0,エグ江口 典子B9-5
293,1,1.0,タキ瀧 雅人A6-6
294,2,1.0,"伊藤 均P1-17, P1-20○"
295,2,1.0,"Chaffron, SamuelB6-1"
296,2,1.0,"MachiQ6-19, Shimmei"
297,2,1.0,"小川 浩平D8-3, Q1-7"
298,2,1.0,"P2-16○, 鈴木 雅弘B6-4"
299,2,1.0,"Q4-21○, 堤田 恭太C9-3"
300,2,1.0,"Q10-1○, タル樽谷 洋希Q1-8"
301,1,1.0,中西 菜束萌D2-3
302,1,1.0,田中 麻由梨E7-2
303,1,1.0,田中 幹大Q3-10
304,1,1.0,鈴木 雅人Q5-18○
305,4,1.25,"Q4-13, P2-12, ヒダ日髙 昇平E10-4○, トリ鳥居 拓馬P2-12"
306,1,1.0,山野 陽祐C7-1
307,1,1.0,塩塚 勇気P10-5
308,1,1.0,松﨑 孝介P4-9
309,2,1.0,"Q5-23, 福本 文代Q5-8"
310,1,1.0,齊藤 佑太郎Q10-8○
311,1,1.0,エガ江上 周作P5-22
312,1,1.0,サク佐久間 航也Q1-10○
313,1,1.0,藤田 一天P9-20○
314,2,1.0,"山田 康輔A6-3, Q9-22○"
315,1,1.0,北田 俊輔Q1-21
316,1,1.0,佐藤 伶耶C3-2
317,1,1.0,荒沢 康平Q9-17○
318,1,1.0,矢野 大地Q7-3○
319,4,1.25,"P10-13, 村上 聡一朗B8-4○, Q6-18, オカ岡 達志Q4-9"
320,1,1.0,稲田 和明P3-13
321,1,1.0,クボ久保 健治C5-6
322,2,1.0,"Q7-17○, 大竹 啓永A7-6"
323,2,1.0,"P8-12, 久保田 崇文B7-1○"
324,1,1.0,ニッ新田 直弘P4-8○
325,1,1.0,ヒロ廣瀬 万響A1-2○
326,1,1.0,木村 賢C9-5
327,3,1.0,"A7-6○, D7-4, オザ尾崎 慎太郎A1-5○"
328,1,1.0,【ワ行】
329,1,1.0,ケヤ欅 惇志E6-4
330,1,1.0,馬場 雪乃Q8-10
331,1,1.0,上原 大暉Q10-13○
332,2,1.0,"論文賞については, 招待論文セッションの冒頭で発表します．"
333,4,1.25,"P3-1, P4-18, 尾崎 太亮E3-1○, ウス臼井 久生E3-6○"
334,1,1.0,高岸 智D9-3
335,1,1.0,新保 彰人P5-10○
336,3,1.3333333333333333,"P8-19, 小林 亮太Q7-21, 中山 悠理Q7-21"
337,1,1.0,C7:音声言語処理
338,1,1.0,エベ江部 正周Q2-24○
339,1,1.0,大南 英理B7-4○
340,1,1.0,島田 陽介Q2-7
341,1,1.0,田村 孝之Q3-5
342,1,1.0,本田 巧Q8-19
343,2,1.0,"P8-16○, 横山 響C9-1"
344,1,1.0,吉田 浩Q3-5
345,1,1.0,西山 大輝B6-5
346,1,1.0,イリ入澤 航史C4-1
347,2,1.0,"P1-6, 西村 柾人A9-3○"
348,1,1.0,岩城 諒P7-4○
349,1,1.0,山田 広明P10-20
350,1,1.0,イキ壹岐 太一C9-4
351,1,1.0,周 宇涵P10-2
352,1,1.0,宮岡 佑弥Q2-5○
353,2,1.0,"P9-8○, 宮田 莉奈Q1-24J○"
354,1,1.0,イワ岩井 律子P9-21
355,2,1.0,"Shu-KaiQ9-9, Hsieh"
356,2,1.0,"川原 功司E3-4○, D6-4○"
357,2,1.0,"趙 陽A3-5, Q4-25○"
358,1,1.0,ウメ梅澤 悠河A3-4
359,2,1.0,"P2-21, 竹下 昌志Q1-3○"
360,1,1.0,矢野 憲C10-4○
361,6,1.1666666666666667,"P2-24, Q8-18, Q6-9, 藤井 諒P2-13, キシ岸波 洋介P2-13"
362,1,1.0,武並 佳輝B3-1○
363,1,1.0,ハチ蜂須賀 笙太B7-5○
364,1,1.0,ヤマ山内 洋輝Q1-24J
365,1,1.0,森田 早織B4-3○
366,1,1.0,中川 奈津子B2-6
367,1,1.0,増川 哲太P9-7○
368,1,1.0,三浦 友理子P3-5
369,1,1.0,ソウ宋 海越P1-12○
370,1,1.0,東山 愛P3-20○
371,1,1.0,吉田 明弘Q1-4
372,1,1.0,後藤 美知子P7-6
373,1,1.0,シシ宍戸 里絵E7-4
374,1,1.0,張 辰聖子P6-5○
375,1,1.0,西潟 優羽Q4-12
376,1,1.0,水野 輝之B2-1
377,1,1.0,村上 遥E2-2
378,2,1.0,"P10-15, 有木 康雄Q2-15"
379,1,1.0,高橋 英之D6-4
380,1,1.0,カバ加羽澤 優P10-14
381,1,1.0,フナ船蔵 颯B1-2○
382,1,1.0,タム田村 晃裕Q2-14
383,1,1.0,澁谷 遊野Q2-8
384,1,1.0,藤田 航平Q1-16
385,1,1.0,澤柳 翔太B8-3○
386,1,1.0,ノザ野崎 雄太C10-3
387,2,1.0,"FengA1-5, Siyuan"
388,1,1.0,松本 和幸C4-1
389,2,1.0,"Q6-25, イズ和泉 潔P2-16"
390,1,1.0,菅原 葵A10-6○
391,1,1.0,ツジ辻 航平P2-11○
392,2,1.0,"Sarwar, AsimaP9-3"
393,1,1.0,鈴木 里彩P3-22○
394,2,1.0,"P4-7, 窪田 悠介E1-2"
395,1,1.0,今本 竜樹C2-1○
396,1,1.0,二宮 芳継Q6-6
397,1,1.0,加藤 大地D5-2○
398,1,1.0,トウ唐堂 由其P2-22
399,1,1.0,C4:マルチモーダル(2)
400,2,1.0,"小島 武A2-1, Q6-2"
401,2,1.0,"Q10-22, 辻川 剛範P3-19"
402,1,1.0,寛彰 金月Q4-1
403,2,1.0,"Kim, DayeonQ6-22"
404,1,1.0,高橋 侑成A3-1○
405,1,1.0,ダイ代 勤P2-2○
406,2,1.0,"ShaodongD1-3○, Cui"
407,1,1.0,山田 喬Q8-2
408,1,1.0,ハリ針屋 慶吾Q3-3
409,1,1.0,アザ浅見 遥斗P1-21○
410,1,1.0,岩崎 祐貴P9-19
411,1,1.0,杉村 安都武C10-2
412,1,1.0,橋本 和磨Q10-22○
413,2,1.0,"MengsayQ10-9○, Loem"
414,1,1.0,高橋 直希P1-19
415,1,1.0,井上 貴之Q5-11○
416,1,1.0,谷口 伊織P10-7○
417,2,1.0,"MonicaP4-11, Perusquía-Hernández"
418,1,1.0,酒井 祐介P7-3○
419,1,1.0,ハマ濱田 充男Q2-14
420,1,1.0,フ 傅 星儿A10-2○
421,3,1.0,"P10-20, P2-11, 平岡 達也A7-6"
422,1,1.0,津田 太郎D10-6○
423,1,1.0,清水 良太郎Q9-21
424,1,1.0,小林 美結P7-22
425,1,1.0,山本 泰成A4-4○
426,1,1.0,タケ武井 美緒P2-6
427,2,1.0,"Q8-22○, 山本 大輝P8-5"
428,1,1.0,貞光 九月P6-9
429,1,1.0,馬 青Q8-14
430,1,1.0,コニ小西 修平Q5-17○
431,1,1.0,福田 有輝也Q3-3
432,2,1.0,"叶 高朋P5-13, P5-20○"
433,1,1.0,谷本 恒野P8-18
434,1,1.0,神田 峻介P8-13
435,1,1.0,小川 諒C7-2
436,1,1.0,アズ東 佑樹P5-15
437,1,1.0,森下 皓文Q2-19
438,1,1.0,【カ行】
439,1,1.0,森田 祐介Q7-8
440,2,1.0,"P3-4○, 内田 諭C6-6"
441,3,1.0,"A5-2○, 松岡 大樹B1-4○, B2-4"
442,1,1.0,サカ酒井 浩之E7-1
443,1,1.0,岡田 光弘A2-5
444,1,1.0,井上 愛子D10-5
445,1,1.0,スダ須田 永遠Q7-21
446,1,1.0,シブ渋谷 恵P3-19
447,1,1.0,小澤 圭右Q8-16
448,1,1.0,宮西 洋輔Q3-9
449,1,1.0,岸本 耀平P6-21
450,1,1.0,イモ井本 稔也P8-2
451,1,1.0,佐々木 睦史A7-5○
452,1,1.0,山口 賢一Q5-13
453,1,1.0,菅野 祐希P9-5○
454,1,1.0,アラ新井 一博P7-7○
455,1,1.0,星牟禮 健也D8-3
456,1,1.0,水野 尚人P8-1
457,2,1.0,"Yahya, ZaidanP9-13○"
458,2,1.0,"Q2-8, 大西 正輝B5-1"
459,1,1.0,山田 美優P7-1○
460,1,1.0,笠原 璃音P9-1○
461,1,1.0,児嶋 祥成P3-11
462,1,1.0,シゲ重田 昌吾P3-19
463,1,1.0,丸山 博之E6-3○
464,1,1.0,金崎 朝子D5-3
465,1,1.0,竹内 勇剛D5-6
466,1,1.0,藤本 博昭Q6-5
467,1,1.0,岩倉 友哉P2-11
468,1,1.0,梶川 怜恩P8-13○
469,2,1.0,"SaktiD5-3, Sakriani"
470,2,1.0,"ハシ橋本 祥C10-2, Q6-6○"
471,2,1.0,"近藤 海夏斗A9-1○, P1-21"
472,1,1.0,仲田 勝太Q3-24○
473,1,1.0,岡野 将大A6-4
474,1,1.0,金山 凜吾D4-3○
475,1,1.0,黒澤 研二A2-4○
476,1,1.0,村山 太一E4-2
477,3,1.3333333333333333,"Chen, BowenA2-2, JialiQ3-5"
478,2,1.0,"Haocheng, ZhuQ8-9"
479,1,1.0,谷口 雅弥A5-5
480,1,1.0,コガ古賀 友里愛C7-4○
481,2,1.0,"P10-16○, スズ鈴江 万碧Q8-13"
482,1,1.0,石倉 誠也P10-20○
483,1,1.0,何 子軒A3-2
484,2,1.0,"長尾 浩良A3-4, P8-22○"
485,1,1.0,山岸 聖子A4-6○
486,3,1.0,"カス春日 瑛Q3-1, P3-16, Q7-16"
487,1,1.0,大羽 未悠B4-5
488,1,1.0,スワ諏訪 博彦P5-2
489,3,1.0,"B2-3, Q9-18○, 富田 朝B1-3"
490,3,1.0,"マキ蒔苗 茉那P1-1○, Q5-13, P1-11"
491,1,1.0,大杉 直也Q6-3
492,2,1.0,"DiveshD9-6, Lala"
493,1,1.0,山崎 天P10-19○
494,1,1.0,タシ田代 寛治Q10-23○
495,1,1.0,尾関 智子C2-2
496,2,1.0,"大槻 優佳B9-2, B9-3○"
497,2,1.0,"Muhammad AliP9-3, Mahmood"
498,2,1.0,"Neubig, GrahamQ3-20"
499,1,1.0,鈴木 淳Q9-5○
500,1,1.0,カド角谷 あおいC8-3○
501,1,1.0,ミシ三島 輝瑠Q10-5○
502,1,1.0,山崎 高弘E5-2○
503,1,1.0,平野 皓己A3-2○
504,1,1.0,竹田 悠哉Q3-5
505,2,1.0,"近藤 里咲P4-3○, P8-7"
506,1,1.0,伊藤 拓海 (IHI)P8-3
507,1,1.0,平野 舜B3-3○
508,1,1.0,阿部 宏幸C10-3
509,1,1.0,佐々木 翔大Q2-25
510,1,1.0,安田 宜仁P1-9
511,1,1.0,天谷 武琉D5-6
512,1,1.0,荒井 柚月P4-17○
513,2,1.0,"YahanC4-2○, Yu"
514,1,1.0,カメ亀井 遼平Q2-17○
515,2,1.0,"ZHUP4-22○, HANG"
516,1,1.0,森部 想水Q2-6
517,1,1.0,アベ阿部 香央莉D9-4
518,1,1.0,土屋 ともえB9-6
519,1,1.0,金子 知適C4-4
520,1,1.0,西鳥羽 二郎P8-23
521,1,1.0,松永 典子D3-4○
522,1,1.0,森下 裕三P4-13○
523,1,1.0,塚田 元A9-4
524,2,1.0,"P10-11○, 佐藤 魁Q2-25"
525,1,1.0,早田 啓介Q6-11
526,1,1.0,山本 雄大P7-7
527,1,1.0,深山 健司P7-7
528,2,1.0,"吉岡 真治P6-12, P6-15"
529,2,1.0,"Eliese-SophiaE1-6, Lincke"
530,1,1.0,富永 圭太郎Q8-1
531,1,1.0,本田 恭平P4-9○
532,1,1.0,瀧本 隼矢Q3-7○
533,1,1.0,福岡 康大P8-3○
534,1,1.0,篠田 一聡B3-6○
535,1,1.0,大塚 敬義B9-1○
536,1,1.0,三好 優輝Q5-21○
537,1,1.0,ハタ波多野 賢治Q8-23
538,1,1.0,オチ落合 翔馬P5-21○
539,1,1.0,ホウ北条 伸克B3-6
540,1,1.0,大田尾 匠P6-10○
541,2,1.0,"ドイ土肥 康輔P1-11○, Q7-24J○"
542,2,1.0,"ソガ十河 泰弘Q2-19, Q8-2"
543,1,1.0,ジウ劉 智優D6-5
544,2,1.0,"Overacker, NickA10-6"
545,1,1.0,バン万 振A7-1
546,1,1.0,山際 宏明B10-1
547,1,1.0,河村 岳D9-3
